_sourceID;_targetID;_relType;_nbCommunications
512SVXNDY;217RSEVFY;Communication;1
512SVXNDY;218ORNNUG;Communication;1
512SVXNDY;218RWHKAX;Communication;1
512SVXNDY;219FYNQJL;Communication;1
512SVXNDY;224ZJNKI;Communication;6
512SVXNDY;240MREXU;Communication;1
512SVXNDY;245FXWRER;Communication;1
512SVXNDY;246IDREGG;Communication;1
512SVXNDY;246VAGTAF;Communication;1
512SVXNDY;248CNNOWD;Communication;1
512SVXNDY;248COKMYI;Communication;1
512SVXNDY;248DPSNPH;Communication;1
512SVXNDY;248GCOTQH;Communication;2
512SVXNDY;248GIBBZF;Communication;1
512SVXNDY;250QXXXF;Communication;1
512SVXNDY;259DDWXWV;Communication;1
512SVXNDY;265MRXLEB;Communication;1
512SVXNDY;271VAMBQD;Communication;1
512SVXNDY;272CMNPXT;Communication;1
512SVXNDY;273XQFRFQ;Communication;1
512SVXNDY;273YUSSIK;Communication;1
512SVXNDY;274HIXRBO;Communication;1
512SVXNDY;275XFPTEA;Communication;1
512SVXNDY;278HIDDWJ;Communication;1
512SVXNDY;278LKWDJI;Communication;1
512SVXNDY;278XNZYUN;Communication;1
512SVXNDY;281NRNJHT;Communication;2
512SVXNDY;282EYMWYB;Communication;1
512SVXNDY;284LIHCJK;Communication;1
512SVXNDY;284NGJLBS;Communication;1
512SVXNDY;289AKNUBW;Communication;1
512SVXNDY;289YUZYGZ;Communication;1
512SVXNDY;291NVQEQI;Communication;1
512SVXNDY;291THZUSN;Communication;1
512SVXNDY;292ORWUCV;Communication;1
512SVXNDY;292SKQLXG;Communication;1
512SVXNDY;293KARQAI;Communication;1
512SVXNDY;293ZXKTTH;Communication;1
512SVXNDY;297MDHRKG;Communication;1
512SVXNDY;298DCWYEX;Communication;1
512SVXNDY;298FGKIMT;Communication;1
512SVXNDY;298LYYXEU;Communication;1
512SVXNDY;303SSYOO;Communication;7
512SVXNDY;304LQBIG;Communication;2
512SVXNDY;311LZXBCJ;Communication;1
512SVXNDY;314ZOCSMD;Communication;1
512SVXNDY;317IUHOJE;Communication;1
512SVXNDY;318FYVZX;Communication;1
512SVXNDY;319SRYYX;Communication;5
512SVXNDY;320WIHBN;Communication;2
512SVXNDY;326VSOXF;Communication;6
512SVXNDY;341GWRRM;Communication;1
512SVXNDY;343QSHDG;Communication;1
512SVXNDY;343VEXUB;Communication;1
512SVXNDY;344UNOGA;Communication;1
512SVXNDY;355UCWAP;Communication;1
512SVXNDY;356DIQMY;Communication;1
512SVXNDY;361QHRAV;Communication;6
512SVXNDY;365AADJS;Communication;1
512SVXNDY;365QIEZF;Communication;4
512SVXNDY;368BVLGE;Communication;5
512SVXNDY;382FKBJL;Communication;1
512SVXNDY;387UNMLRL;Communication;1
512SVXNDY;388UFUZHG;Communication;1
512SVXNDY;389CBFGAZ;Communication;1
512SVXNDY;389JMJWJH;Communication;1
512SVXNDY;391JXUDWH;Communication;1
512SVXNDY;392GLXURZ;Communication;1
512SVXNDY;392UKAGP;Communication;1
512SVXNDY;401TTVJKP;Communication;1
512SVXNDY;430MGMYU;Communication;5
512SVXNDY;436CDLKFD;Communication;1
512SVXNDY;437OLLPFB;Communication;1
512SVXNDY;441UHJBUN;Communication;1
512SVXNDY;442TKJVZB;Communication;1
512SVXNDY;476HIPYIR;Communication;1
512SVXNDY;500JYPOZE;Communication;1
512SVXNDY;508NVGRY;Communication;1
512SVXNDY;510AGCHWT;Communication;5
512SVXNDY;510ALJTGS;Communication;1
512SVXNDY;510AMMGRB;Communication;1
512SVXNDY;510ANMMMK;Communication;1
512SVXNDY;510BABERU;Communication;1
512SVXNDY;510BFKISG;Communication;1
512SVXNDY;510BJKSCA;Communication;1
512SVXNDY;510BYXGMS;Communication;1
512SVXNDY;510CRGRLC;Communication;1
512SVXNDY;510CWUNNA;Communication;45
512SVXNDY;510DAICCZ;Communication;1
512SVXNDY;510DFWYFP;Communication;6
512SVXNDY;510DGUGPZ;Communication;1
512SVXNDY;510EIQKEJ;Communication;1
512SVXNDY;510ENDGMY;Communication;1
512SVXNDY;510ENENTA;Communication;99
512SVXNDY;510FEKCFD;Communication;1
512SVXNDY;510GARYYM;Communication;1
512SVXNDY;510GHOUPR;Communication;1
512SVXNDY;510GTXFBP;Communication;1
512SVXNDY;510HDZXTX;Communication;5
512SVXNDY;510HGAOTA;Communication;1
512SVXNDY;510HKVYJP;Communication;1
512SVXNDY;510HWKKAW;Communication;1
512SVXNDY;510IWJSRN;Communication;5
512SVXNDY;510IXMXYJ;Communication;1
512SVXNDY;510JEJNCN;Communication;1
512SVXNDY;510JGLGLI;Communication;1
512SVXNDY;510KAHIQK;Communication;1
512SVXNDY;510KCGGOR;Communication;1
512SVXNDY;510KJQGWW;Communication;1
512SVXNDY;510KQPEHV;Communication;1
512SVXNDY;510KZKCDR;Communication;5
512SVXNDY;510LFUFNK;Communication;1
512SVXNDY;510MDDIPN;Communication;5
512SVXNDY;510MLFDVQ;Communication;1
512SVXNDY;510NBYPMZ;Communication;1
512SVXNDY;510NRQATH;Communication;1
512SVXNDY;510OQVOWN;Communication;1
512SVXNDY;510OTCMOG;Communication;1
512SVXNDY;510PGAJYT;Communication;1
512SVXNDY;510PHATQR;Communication;1
512SVXNDY;510QMYGFN;Communication;1
512SVXNDY;510QQAUJG;Communication;1
512SVXNDY;510REKTYQ;Communication;1
512SVXNDY;510RMYPDZ;Communication;1
512SVXNDY;510RUZZHM;Communication;1
512SVXNDY;510SAWCYW;Communication;1
512SVXNDY;510SBIVVM;Communication;1
512SVXNDY;510SOKJBY;Communication;1
512SVXNDY;510TSSBLT;Communication;1
512SVXNDY;510TYWCUS;Communication;1
512SVXNDY;510UAGVFN;Communication;1
512SVXNDY;510UXPBMJ;Communication;1
512SVXNDY;510VJHLZE;Communication;1
512SVXNDY;510VQSCNH;Communication;1
512SVXNDY;510VUCQIY;Communication;1
512SVXNDY;510VUCYBC;Communication;1
512SVXNDY;510VXPAMW;Communication;1
512SVXNDY;510VZYKRB;Communication;1
512SVXNDY;510XGRFUM;Communication;5
512SVXNDY;510YODYQY;Communication;1
512SVXNDY;510ZFLKHM;Communication;1
512SVXNDY;510ZOQUOD;Communication;3
512SVXNDY;510ZUNRAT;Communication;2
512SVXNDY;511AFLIGO;Communication;1
512SVXNDY;511AKFWMC;Communication;1
512SVXNDY;511APAWIO;Communication;1
512SVXNDY;511ATIELA;Communication;2
512SVXNDY;511ATMDMZ;Communication;1
512SVXNDY;511AYKGCY;Communication;97
512SVXNDY;511BCFYQT;Communication;1
512SVXNDY;511BHDJGJ;Communication;1
512SVXNDY;511BPROSB;Communication;1
512SVXNDY;511BVIZEP;Communication;1
512SVXNDY;511BWJHZQ;Communication;5
512SVXNDY;511CRGUNB;Communication;5
512SVXNDY;511DZEZXY;Communication;1
512SVXNDY;511EATIJX;Communication;1
512SVXNDY;511EDSFAV;Communication;2
512SVXNDY;511EFUCZO;Communication;1
512SVXNDY;511EGTDLE;Communication;1
512SVXNDY;511EXKPKX;Communication;1
512SVXNDY;511FDIYWD;Communication;1
512SVXNDY;511FIERMF;Communication;1
512SVXNDY;511GFXYYF;Communication;1
512SVXNDY;511GGMWNJ;Communication;1
512SVXNDY;511HAKNZB;Communication;101
512SVXNDY;511HDNSFA;Communication;1
512SVXNDY;511HIWNYE;Communication;2
512SVXNDY;511IEIYXG;Communication;1
512SVXNDY;511IVKDCL;Communication;2
512SVXNDY;511IXACOH;Communication;1
512SVXNDY;511KBDHMB;Communication;2
512SVXNDY;511KNZLHP;Communication;1
512SVXNDY;511KPOLOE;Communication;1
512SVXNDY;511KRPOLV;Communication;2
512SVXNDY;511KSNALI;Communication;1
512SVXNDY;511KUXONL;Communication;1
512SVXNDY;511LGXKLM;Communication;1
512SVXNDY;511LMHKGS;Communication;1
512SVXNDY;511LVKSRK;Communication;1
512SVXNDY;511MEMNBL;Communication;2
512SVXNDY;511MPTIQU;Communication;1
512SVXNDY;511NEFUAV;Communication;6
512SVXNDY;511NOSVPI;Communication;1
512SVXNDY;511NWIIYE;Communication;1
512SVXNDY;511OFFCYQ;Communication;2
512SVXNDY;511PNBJUP;Communication;1
512SVXNDY;511QWTCAR;Communication;1
512SVXNDY;511SCGAMX;Communication;1
512SVXNDY;511SIRWHU;Communication;1
512SVXNDY;511SWNRRE;Communication;1
512SVXNDY;511SYHHNV;Communication;1
512SVXNDY;511THVOLW;Communication;5
512SVXNDY;511UEMVEE;Communication;1
512SVXNDY;511VBSCLZ;Communication;1
512SVXNDY;511VIIKCV;Communication;1
512SVXNDY;511VXONPP;Communication;1
512SVXNDY;511WGXIML;Communication;1
512SVXNDY;511WVNJAK;Communication;1
512SVXNDY;511WVQAKM;Communication;1
512SVXNDY;511WVXISM;Communication;1
512SVXNDY;511XCFZDU;Communication;1
512SVXNDY;511XDQSVF;Communication;1
512SVXNDY;511XYBYKS;Communication;1
512SVXNDY;511YBUCIP;Communication;1
512SVXNDY;511YTKCYU;Communication;1
512SVXNDY;511ZTDFRW;Communication;1
512SVXNDY;512AEBATP;Communication;1
512SVXNDY;512AQGDWI;Communication;1
512SVXNDY;512CLRZHX;Communication;5
512SVXNDY;512CMVRPE;Communication;1
512SVXNDY;512DJQXKI;Communication;1
512SVXNDY;512DOZCFI;Communication;1
512SVXNDY;512ECGNDW;Communication;1
512SVXNDY;512EFRMPP;Communication;1
512SVXNDY;512EWENCX;Communication;1
512SVXNDY;512FCAYBR;Communication;1
512SVXNDY;512FDFWSA;Communication;1
512SVXNDY;512FQRUXD;Communication;1
512SVXNDY;512GUVZLW;Communication;1
512SVXNDY;512HDLTGR;Communication;1
512SVXNDY;512HDPGXD;Communication;4
512SVXNDY;512IDVVRI;Communication;1
512SVXNDY;512IJDFEA;Communication;1
512SVXNDY;512JAUHRD;Communication;5
512SVXNDY;512JHTKXP;Communication;1
512SVXNDY;512JKJPCT;Communication;3
512SVXNDY;512KDPEYV;Communication;2
512SVXNDY;512LILTVE;Communication;1
512SVXNDY;512LRMSDE;Communication;1
512SVXNDY;512LTFSVP;Communication;1
512SVXNDY;512MENJFC;Communication;1
512SVXNDY;512NAXRKZ;Communication;1
512SVXNDY;512NYTXQV;Communication;2
512SVXNDY;512OGZPJT;Communication;1
512SVXNDY;512OHSJGU;Communication;5
512SVXNDY;512OKNZHP;Communication;1
512SVXNDY;512OUGUYH;Communication;2
512SVXNDY;512OZYSIU;Communication;1
512SVXNDY;512POFFCX;Communication;1
512SVXNDY;512QITOLZ;Communication;1
512SVXNDY;512QKLRXK;Communication;1
512SVXNDY;512QMGRBC;Communication;1
512SVXNDY;512QUXZZT;Communication;1
512SVXNDY;512RAHPGE;Communication;1
512SVXNDY;512RBSWRY;Communication;2
512SVXNDY;512RJVSBM;Communication;1
512SVXNDY;512RMLPCR;Communication;3
512SVXNDY;512TJWRSW;Communication;1
512SVXNDY;512TSNTEZ;Communication;101
512SVXNDY;512UNQBWW;Communication;2
512SVXNDY;512URNQKA;Communication;1
512SVXNDY;512VEISJ;Communication;5
512SVXNDY;512WKJNUT;Communication;1
512SVXNDY;512WSJDLY;Communication;1
512SVXNDY;512XAXRQE;Communication;1
512SVXNDY;512XIOKYJ;Communication;1
512SVXNDY;512XLPPOO;Communication;1
512SVXNDY;512ZHEBSR;Communication;1
512SVXNDY;512ZREZZX;Communication;1
512SVXNDY;512ZTRJUZ;Communication;1
512SVXNDY;514QJBNU;Communication;1
512SVXNDY;516FICVU;Communication;101
512SVXNDY;518PCVIO;Communication;1
512SVXNDY;522FBIKUC;Communication;1
512SVXNDY;522ZLZRQ;Communication;1
512SVXNDY;533FTHXT;Communication;1
512SVXNDY;534TVISZ;Communication;5
512SVXNDY;540AFUSA;Communication;1
512SVXNDY;547EGWIW;Communication;36
512SVXNDY;550FFKBS;Communication;1
512SVXNDY;555VCGOB;Communication;1
512SVXNDY;557FNKBBQ;Communication;1
512SVXNDY;557OCQLM;Communication;4
512SVXNDY;560VIZVU;Communication;5
512SVXNDY;561TKTIA;Communication;1
512SVXNDY;562RNSMO;Communication;5
512SVXNDY;564NATUA;Communication;99
512SVXNDY;572AXCNE;Communication;1
512SVXNDY;573KGUIR;Communication;1
512SVXNDY;577AXSUTV;Communication;1
512SVXNDY;580CEFBD;Communication;1
512SVXNDY;583CEEBS;Communication;5
512SVXNDY;584MMUYO;Communication;1
512SVXNDY;586LSFNH;Communication;1
512SVXNDY;589HNTVZ;Communication;1
512SVXNDY;594YHSIC;Communication;1
512SVXNDY;603TMYQDD;Communication;1
512SVXNDY;603VDYBVL;Communication;7
512SVXNDY;604BMCEA;Communication;5
512SVXNDY;605PKBVJI;Communication;1
512SVXNDY;607VBANO;Communication;1
512SVXNDY;611ZMXZZ;Communication;1
512SVXNDY;612LKLJRD;Communication;1
512SVXNDY;617MWWABG;Communication;1
512SVXNDY;619SPVAO;Communication;1
512SVXNDY;623CWQUA;Communication;5
512SVXNDY;624UJJLB;Communication;1
512SVXNDY;629XSFIJ;Communication;1
512SVXNDY;633OWQCQ;Communication;1
512SVXNDY;637CDFZG;Communication;1
512SVXNDY;638WFGCS;Communication;1
512SVXNDY;640QYPQDU;Communication;1
512SVXNDY;644GYBDG;Communication;1
512SVXNDY;644KWBEOI;Communication;6
512SVXNDY;648AQLKK;Communication;1
512SVXNDY;651MMLVDG;Communication;1
512SVXNDY;660DZCWR;Communication;5
512SVXNDY;660GHLEY;Communication;1
512SVXNDY;664JXPKB;Communication;1
512SVXNDY;669NJHIA;Communication;1
512SVXNDY;669WYGLW;Communication;2
512SVXNDY;670HXXCDT;Communication;1
512SVXNDY;677LQIJUU;Communication;1
512SVXNDY;683NEPPMX;Communication;1
512SVXNDY;685CHRUVF;Communication;5
512SVXNDY;685INUFG;Communication;1
512SVXNDY;686KAJALZ;Communication;1
512SVXNDY;690CEYHF;Communication;5
512SVXNDY;695MGRHT;Communication;5
512SVXNDY;696RHBLU;Communication;1
512SVXNDY;701NKXZTU;Communication;1
512SVXNDY;706KVLBW;Communication;1
512SVXNDY;711HSRSDT;Communication;1
512SVXNDY;714MSNVFG;Communication;5
512SVXNDY;722GDTRE;Communication;1
512SVXNDY;722QTPAF;Communication;6
512SVXNDY;722WCWKL;Communication;1
512SVXNDY;722YGTJQ;Communication;1
512SVXNDY;724RIRKQ;Communication;2
512SVXNDY;726ITAVI;Communication;1
512SVXNDY;734MQJPBH;Communication;1
512SVXNDY;738ZLRHJ;Communication;1
512SVXNDY;742VWDLC;Communication;6
512SVXNDY;748DXQEX;Communication;1
512SVXNDY;751UPPXSX;Communication;1
512SVXNDY;753OLZTCJ;Communication;1
512SVXNDY;753UTLKAQ;Communication;5
512SVXNDY;753ZBETHW;Communication;5
512SVXNDY;753ZBPKAY;Communication;1
512SVXNDY;758AYXQWM;Communication;1
512SVXNDY;758BIAKPJ;Communication;1
512SVXNDY;758DZTPKU;Communication;1
512SVXNDY;758IATZDZ;Communication;1
512SVXNDY;762BOUUKC;Communication;1
512SVXNDY;762JBVTJR;Communication;2
512SVXNDY;762JXTBPJ;Communication;1
512SVXNDY;762WZRMJE;Communication;1
512SVXNDY;762XIUTUH;Communication;5
512SVXNDY;764BITAZX;Communication;1
512SVXNDY;764TPVBLD;Communication;1
512SVXNDY;765NCIOTL;Communication;6
512SVXNDY;765OEKNVY;Communication;6
512SVXNDY;765QSZPSL;Communication;6
512SVXNDY;767QFUDFY;Communication;5
512SVXNDY;768BIZGZH;Communication;5
512SVXNDY;768WLNATM;Communication;1
512SVXNDY;768XPKTUH;Communication;1
512SVXNDY;774HKNVEJ;Communication;7
512SVXNDY;774RUCWTB;Communication;5
512SVXNDY;775BENIL;Communication;1
512SVXNDY;778CVGASL;Communication;5
512SVXNDY;778NJKMKY;Communication;6
512SVXNDY;778OZYTYC;Communication;4
512SVXNDY;779BOIWGM;Communication;7
512SVXNDY;779CDTMTK;Communication;5
512SVXNDY;779CQWVSN;Communication;6
512SVXNDY;779DGFDJL;Communication;2
512SVXNDY;779EDRVTU;Communication;4
512SVXNDY;779EKXCTT;Communication;3
512SVXNDY;779EMCDAW;Communication;1
512SVXNDY;779EPTBFM;Communication;1
512SVXNDY;779EXXZZH;Communication;1
512SVXNDY;779GACBZJ;Communication;4
512SVXNDY;779HHBEZU;Communication;5
512SVXNDY;779JASYRJ;Communication;1
512SVXNDY;779JBPBOV;Communication;7
512SVXNDY;779JGDLDA;Communication;5
512SVXNDY;779JIKGPT;Communication;4
512SVXNDY;779JTYGGE;Communication;7
512SVXNDY;779LKGUHF;Communication;2
512SVXNDY;779LQWTNW;Communication;1
512SVXNDY;779LUNCAE;Communication;1
512SVXNDY;779MAUKMQ;Communication;7
512SVXNDY;779MDVERP;Communication;1
512SVXNDY;779MZLDZX;Communication;30
512SVXNDY;779NAPOPH;Communication;1
512SVXNDY;779ODUFOD;Communication;1
512SVXNDY;779OKBONK;Communication;4
512SVXNDY;779OQEKUM;Communication;5
512SVXNDY;779OWIPXH;Communication;6
512SVXNDY;779PBPAXG;Communication;5
512SVXNDY;779QNYEMD;Communication;6
512SVXNDY;779QTWBUB;Communication;5
512SVXNDY;779RANCWV;Communication;5
512SVXNDY;779RBTGEK;Communication;4
512SVXNDY;779TIRYYV;Communication;5
512SVXNDY;779TUKABM;Communication;1
512SVXNDY;779UNMGQJ;Communication;6
512SVXNDY;779UWUDZV;Communication;5
512SVXNDY;779XFJSYQ;Communication;1
512SVXNDY;779XFUWGG;Communication;5
512SVXNDY;779XIZWOW;Communication;1
512SVXNDY;779YDUARS;Communication;5
512SVXNDY;779YGCZXV;Communication;2
512SVXNDY;779YHELJK;Communication;5
512SVXNDY;779YOXYMH;Communication;1
512SVXNDY;779YTHZBM;Communication;2
512SVXNDY;779ZLJOSU;Communication;6
512SVXNDY;779ZRZIJH;Communication;5
512SVXNDY;780QSZTOO;Communication;5
512SVXNDY;783DRYPNW;Communication;2
512SVXNDY;786JEDPJH;Communication;5
512SVXNDY;786LWDFMR;Communication;3
512SVXNDY;786NNVJMU;Communication;6
512SVXNDY;786PDOXGF;Communication;1
512SVXNDY;786STMXKI;Communication;1
512SVXNDY;787CBXYFW;Communication;1
512SVXNDY;787LWPYEA;Communication;2
512SVXNDY;787UFPODE;Communication;1
512SVXNDY;788CZKIZZ;Communication;6
512SVXNDY;788LKQLIX;Communication;6
512SVXNDY;788UKGKIQ;Communication;1
512SVXNDY;791BIPWJU;Communication;5
512SVXNDY;791VVOEC;Communication;4
512SVXNDY;792VAOFUD;Communication;2
512SVXNDY;793ALESBO;Communication;1
512SVXNDY;793DPZUCT;Communication;1
512SVXNDY;793IMFAD;Communication;1
512SVXNDY;793MKWPEH;Communication;1
512SVXNDY;793NBEDEZ;Communication;2
512SVXNDY;793YKDSJT;Communication;6
512SVXNDY;795ETWKEN;Communication;5
512SVXNDY;795RZVESQ;Communication;2
512SVXNDY;795TIWZLD;Communication;1
512SVXNDY;796FSPZWZ;Communication;6
512SVXNDY;796GBACYM;Communication;1
512SVXNDY;796ISBJVR;Communication;5
512SVXNDY;796OEMXHK;Communication;1
512SVXNDY;796YNMZND;Communication;5
512SVXNDY;797DRSNEI;Communication;2
512SVXNDY;798WDPTM;Communication;6
512SVXNDY;799AZYIHY;Communication;3
512SVXNDY;799GAETNP;Communication;1
512SVXNDY;800MJWMA;Communication;1
512SVXNDY;802WONST;Communication;5
512SVXNDY;804UUBTMD;Communication;1
512SVXNDY;806BWEGWM;Communication;1
512SVXNDY;808VSCCIP;Communication;1
512SVXNDY;811VJQNBA;Communication;4
512SVXNDY;854FIJCK;Communication;1
512SVXNDY;878BWRCZ;Communication;1
512SVXNDY;881EKXZYQ;Communication;1
512SVXNDY;883PGUMVY;Communication;1
512SVXNDY;887AGWAYT;Communication;1
512SVXNDY;887LANXKM;Communication;1
512SVXNDY;888IKVHNK;Communication;1
512SVXNDY;890DXKDYX;Communication;1
512SVXNDY;890LCVDHW;Communication;1
512SVXNDY;894SEFWHQ;Communication;1
512SVXNDY;895JNCFCU;Communication;1
512SVXNDY;895PTLCWP;Communication;1
512SVXNDY;896UOEQCI;Communication;1
512SVXNDY;897LOBER;Communication;3
512SVXNDY;898YQGQRV;Communication;1
512SVXNDY;899GBVDSV;Communication;1
512SVXNDY;899UYUOMK;Communication;1
512SVXNDY;907NKRVX;Communication;1
512SVXNDY;912OFYQR;Communication;1
512SVXNDY;914QZMMTO;Communication;1
512SVXNDY;916WNIQEA;Communication;1
512SVXNDY;918BTFGPQ;Communication;1
512SVXNDY;921OOAQJJ;Communication;85
512SVXNDY;921YEJQJU;Communication;5
512SVXNDY;924JAMWH;Communication;1
512SVXNDY;926EPJQXE;Communication;1
512SVXNDY;926XCZEXU;Communication;1
512SVXNDY;928STFUJ;Communication;5
512SVXNDY;937IXUSRB;Communication;1
512SVXNDY;945JZPLQN;Communication;1
512SVXNDY;945TLXJVK;Communication;1
512SVXNDY;961VUBO;Communication;2
512SVXNDY;986DDCMLG;Communication;1
512TKUGLF;779QKDISJ;Communication;1
512VEISJ;779JIOVFQ;Communication;1
513ANFOF;779JIOVFQ;Communication;9
525RJJETD;779LLKQGL;Communication;1
534TVISZ;779JIOVFQ;Communication;10
557OCQLM;779JIOVFQ;Communication;29
570YOLTY;779JIOVFQ;Communication;3
593YBXMQ;779QKDISJ;Communication;32
610GSEDA;779JIOVFQ;Communication;5
615IDEKRA;779JIOVFQ;Communication;2
622EJKMTX;779QKDISJ;Communication;5
629NSTVM;100VESZCV;Communication;5
631CKZFOX;779QKDISJ;Communication;1
632RAICM;779JIOVFQ;Communication;1
659AHBHX;779QKDISJ;Communication;3
659KFEWO;779UACPRZ;Communication;1
660DZCWR;779JIOVFQ;Communication;1
660PHJGW;104LHBRQQ;Communication;3
660PHJGW;105TFAVRK;Communication;3
660PHJGW;142DNEZOO;Communication;3
660PHJGW;144XTHQG;Communication;3
660PHJGW;145XODJSI;Communication;3
660PHJGW;146BFKOTK;Communication;4
660PHJGW;146KUCRCZ;Communication;3
660PHJGW;148UMNUKS;Communication;1
660PHJGW;149LZIDYI;Communication;2
660PHJGW;166MFYDXN;Communication;3
660PHJGW;208PAPQOJ;Communication;3
660PHJGW;218GUKNK;Communication;1
660PHJGW;224ZJNKI;Communication;3
660PHJGW;315UXRJS;Communication;2
660PHJGW;328PJZNF;Communication;3
660PHJGW;333SYXTX;Communication;4
660PHJGW;333UQMNWD;Communication;3
660PHJGW;335QLSIA;Communication;3
660PHJGW;660PHJGW;Communication;4
662TGIOLE;779JIOVFQ;Communication;2
673IVBDY;779JIOVFQ;Communication;1
673LXHPT;779JIOVFQ;Communication;1
687HXGRZZ;779QKDISJ;Communication;1
687OMNGW;779LLKQGL;Communication;1
687OMNGW;779UACPRZ;Communication;1
753FWJGJN;779QKDISJ;Communication;1
753ZBETHW;779QKDISJ;Communication;1
762PFVRFS;779QKDISJ;Communication;1
763NADLIJ;779UACPRZ;Communication;7
765DQMHFZ;779JIOVFQ;Communication;2
765FJUNAV;779QKDISJ;Communication;1
765OEKNVY;779JIOVFQ;Communication;4
765RJWSFT;779QKDISJ;Communication;2
767RTAPVO;779UACPRZ;Communication;1
776NNJDUW;779FOODAN;Communication;4
778CNJXDP;779QKDISJ;Communication;1
778CVGASL;779JIOVFQ;Communication;2
778PKHCJL;779JIOVFQ;Communication;7
779AEZQTC;779FOODAN;Communication;2
779AGBHYP;779FOODAN;Communication;4
779ATGYFB;779FOODAN;Communication;2
779BAPOOJ;779JIOVFQ;Communication;1
779BFJGEX;779JIOVFQ;Communication;5
779BGNCWW;779QKDISJ;Communication;1
779BWLFDY;779FOODAN;Communication;4
779CCSLTA;779JIOVFQ;Communication;1
779CQWVSN;779JIOVFQ;Communication;37
779ESSTFU;102GLNYXI;Communication;6
779ESSTFU;102QTQIRP;Communication;1
779EYNCKR;779JIOVFQ;Communication;3
779EYNCKR;779QKDISJ;Communication;168
779FOODAN;170IUEFMI;Communication;2
779FOODAN;202PLMFWP;Communication;2
779FOODAN;202RPUEQA;Communication;2
779FOODAN;203FQJPFL;Communication;2
779FOODAN;203GMKKCW;Communication;2
779FOODAN;203JPEVWP;Communication;2
779FOODAN;203OYOOKZ;Communication;2
779FOODAN;203WZXEFE;Communication;2
779FOODAN;203YBRKOF;Communication;2
779FOODAN;205VBWZDT;Communication;2
779FOODAN;510BNMRAZ;Communication;2
779FOODAN;510HDWHPW;Communication;2
779FOODAN;512EKUKWK;Communication;2
779FOODAN;512XWTIEE;Communication;2
779FOODAN;591XYMAUL;Communication;2
779FOODAN;757TXFGXR;Communication;1
779FOODAN;779AEZQTC;Communication;2
779FOODAN;779ATGYFB;Communication;2
779FOODAN;779BUAVIY;Communication;2
779FOODAN;779FNLFIV;Communication;2
779FOODAN;779FOODAN;Communication;1
779FOODAN;779FRXLPO;Communication;2
779FOODAN;779GEJJZB;Communication;2
779FOODAN;779HJAORR;Communication;2
779FOODAN;779HYWLCU;Communication;2
779FOODAN;779JKSJUN;Communication;2
779FOODAN;779LUNCAE;Communication;2
779FOODAN;779PCBKBI;Communication;2
779FOODAN;779PUICLY;Communication;2
779FOODAN;779TQTJJY;Communication;2
779FOODAN;779VUNSYZ;Communication;2
779FOODAN;779XFUWGG;Communication;2
779FOODAN;779ZRZIJH;Communication;2
779FOODAN;782TBQDQW;Communication;2
779FRXLPO;779FOODAN;Communication;18
779FXVTTS;779JIOVFQ;Communication;1
779FYFVAR;779FOODAN;Communication;90
779GEJJZB;779FOODAN;Communication;4
779GWNTLW;779QKDISJ;Communication;4
779HBGOFZ;779UACPRZ;Communication;4
779HUVWBJ;779QKDISJ;Communication;1
779HYWLCU;779FOODAN;Communication;2
779HZBGYN;779QKDISJ;Communication;3
779HZQMND;779QKDISJ;Communication;3
779IZNSLG;779QKDISJ;Communication;2
779JEYZER;779QKDISJ;Communication;1
779JGDLDA;779JIOVFQ;Communication;7
779JIKGPT;779JIOVFQ;Communication;11
779JIKGPT;779XWWTHU;Communication;12
779JKSJUN;779FOODAN;Communication;2
779JTYGGE;779JIOVFQ;Communication;1
779KUUHPH;779QKDISJ;Communication;12
779LHHOTW;779JIOVFQ;Communication;1
779LLKQGL;NTZTPY;Communication;1
779LQYXWO;779QKDISJ;Communication;12
779LTJAPB;779QKDISJ;Communication;1
779MAUKMQ;779JIOVFQ;Communication;1
779MERLZD;779QKDISJ;Communication;7
779MHURIE;779FOODAN;Communication;2
779MQJDRP;779QKDISJ;Communication;2
779MSLWGO;779QKDISJ;Communication;1
779NCATHN;779QKDISJ;Communication;1
779ONWDWD;779FOODAN;Communication;23
779OPRAZN;779FOODAN;Communication;2
779OPSIXP;779UACPRZ;Communication;4
779OQEKUM;779JIOVFQ;Communication;20
779OWIPXH;779JIOVFQ;Communication;2
779PCBKBI;779FOODAN;Communication;12
779QIQVHL;779QKDISJ;Communication;2
779QKDISJ;441ARRPQ;Communication;3
779QKDISJ;483JBTLGM;Communication;3
779QKDISJ;510IQARRB;Communication;1
779QKDISJ;510LDQZAG;Communication;1
779QKDISJ;511CRGUNB;Communication;4
779QKDISJ;511LGIRXO;Communication;3
779QKDISJ;511SEWKNS;Communication;3
779QKDISJ;511TJOFSO;Communication;3
779QKDISJ;511ZXDJQU;Communication;3
779QKDISJ;512JAUHRD;Communication;3
779QKDISJ;512OLJFHV;Communication;3
779QKDISJ;512PGEJBZ;Communication;3
779QKDISJ;583LSUIET;Communication;2
779QKDISJ;593YBXMQ;Communication;3
779QKDISJ;600WPVCB;Communication;3
779QKDISJ;601IWAPW;Communication;3
779QKDISJ;602WYBUIY;Communication;1
779QKDISJ;605XCTUUW;Communication;3
779QKDISJ;620QGWZV;Communication;3
779QKDISJ;621RIYDC;Communication;3
779QKDISJ;629WZIVA;Communication;3
779QKDISJ;631OUXYWB;Communication;1
